1000033;1A;1;4;0;3;2;1;3;4;0;0;4;7;0;2;7;2;0;2;0;4;9;3;4;5
1000034;1A;1;4;3;2;2;1;5;4;0;4;5;1;0;3;2;7;2;4;3;2;7;0;5;0
1000035;1A;0;4;2;6;2;1;7;5;7;6;2;4;2;5;4;2;2;2;3;7;1;0;8;1
1000036;1A;0;6;3;4;2;0;1;3;0;7;6;7;0;2;1;5;0;3;0;5;5;4;10;4
1000037;1A;2;2;3;2;2;1;5;4;0;6;2;6;2;4;8;2;1;7;2;3;5;1;3;2
1000038;1A;6;2;1;3;1;0;5;4;2;1;1;4;3;3;1;2;2;4;4;4;9;3;9;4
1000039;1A;4;0;0;6;1;0;3;3;4;3;4;5;0;1;1;0;0;7;3;0;7;0;8;0
1000040;1A;7;2;3;2;1;0;5;3;5;2;1;3;2;5;8;2;2;6;3;6;0;1;7;1
1000041;1A;1;1;1;0;0;0;0;1;4;5;2;0;0;4;6;5;3;2;4;7;3;1;7;0
1000042;1A;3;4;0;1;0;0;3;1;9;3;6;9;0;5;1;7;1;0;5;6;2;2;4;1
1000043;1A;5;2;1;6;1;0;6;3;2;3;3;2;1;0;8;7;3;7;2;3;0;3;6;2
1000044;1A;5;1;1;1;2;1;7;5;7;2;0;8;0;4;1;3;2;2;5;5;5;2;4;5
1000045;1A;4;3;2;6;2;0;6;6;6;5;6;3;3;3;7;4;2;7;1;3;2;2;2;4
1000046;1A;0;7;1;6;0;0;3;6;7;3;2;10;2;3;3;0;0;0;2;4;4;0;5;0
1000047;1A;3;5;3;5;0;0;0;5;7;6;1;2;3;3;7;2;2;3;5;1;1;0;10;4
1000048;1A;4;7;1;2;1;1;8;3;5;6;6;8;2;2;9;3;1;5;3;3;2;2;6;0
