1000026;1A;9;3;1;1;0;1;8;0;0;2;1;2;6;2;3;0;4;8;7;1;3;1;6;4;4;9;1
1000027;1A;0;7;4;1;0;3;1;1;1;0;1;0;0;2;3;2;7;4;4;1;7;1;7;6;3;6;2
1000028;1A;10;1;0;0;0;6;1;2;4;2;1;1;6;3;1;6;8;4;0;0;7;0;6;4;0;5;1
1000029;1A;8;0;2;0;0;7;1;0;4;2;1;1;2;3;3;4;1;2;2;1;0;1;6;0;3;1;1
1000030;1A;7;8;3;1;0;9;4;1;4;1;1;1;3;2;0;0;0;10;4;1;6;1;6;0;2;1;1
1000031;1A;10;6;3;0;2;5;7;3;2;1;0;2;0;1;4;3;0;9;3;0;5;1;6;0;4;2;5
1000032;1A;3;4;2;0;2;3;8;2;2;2;1;2;0;0;1;4;6;7;4;1;5;1;5;4;0;4;4
1000033;1A;2;7;2;0;0;0;2;6;2;2;3;2;0;0;1;7;4;6;10;1;7;0;4;6;2;3;3
1000034;1A;2;3;1;1;0;4;3;6;3;1;4;0;1;2;2;4;6;9;4;0;3;0;4;3;3;3;3
1000035;1A;8;7;4;0;1;1;2;0;3;2;4;0;2;3;0;3;3;2;6;0;4;0;6;4;3;7;1
1000036;1A;0;6;3;1;2;6;1;2;2;1;3;0;4;3;0;8;7;6;7;0;2;0;0;4;6;3;3
1000037;1A;10;6;0;0;0;3;1;5;1;1;0;1;0;1;1;0;8;9;2;1;8;0;5;3;3;1;5
1000038;1A;9;1;0;1;2;9;4;0;0;2;2;0;1;3;2;6;4;6;9;0;2;1;4;3;5;4;0
1000039;1A;0;6;1;0;2;4;7;4;3;1;4;0;0;3;2;3;7;3;0;0;3;1;4;6;4;5;3
1000040;1A;1;2;0;1;1;6;5;5;1;2;3;0;6;1;2;5;9;3;1;1;2;1;7;3;3;6;1
1000041;1A;5;8;0;0;1;8;1;2;1;1;2;0;4;2;1;1;3;7;1;0;3;1;1;6;1;6;5
1000042;1A;5;1;1;0;1;7;3;3;1;0;4;2;2;0;1;1;8;10;9;0;5;1;1;0;4;8;0
1000043;1A;4;5;4;0;1;8;8;6;0;2;2;0;1;2;2;6;7;0;0;0;4;0;4;5;3;8;3
1000044;1A;1;1;2;0;1;7;1;6;0;2;0;0;4;1;1;8;4;7;3;1;8;0;0;4;0;2;0
1000045;1A;9;5;4;1;1;1;0;4;3;0;3;1;2;2;1;1;0;8;4;0;5;0;5;6;5;8;3
1000046;1A;0;2;4;1;1;1;4;5;4;2;0;2;0;2;2;5;3;0;1;0;7;0;2;5;2;9;5
